"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"MIA97WA226","ACC","38374","1997-08-02T23:20:00Z","LIMA",,"Peru",,"N12114","","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,,,"Boeing","757-200","AIR",,,"false",,,"SCHD","UNK","121","None","Unknown","CONTINENTAL AIRLINES",,"N/A",,"Prelim","","None"
"MIA97RA011","ACC","38343","1996-10-22T21:44:00Z","MANTA",,"Ecuador",,"N751MA",,"false","Aviation","",,,"Fatal","34","50","0","4","80",,,,,,"Boeing","707-323",,,,"false",,,"NSCH","UNK","121",,,"MILLON AIR  INC.",,"N/A",,,"","None"
"ANC96FA102","ACC","2760","1996-07-20T15:06:00Z","RUSSIAN MISSION","Alaska","United States",,"N313RS","44663","false","Aviation","DirectorBrief","1997-10-14T04:00:00Z",,"Fatal","4","0","0","4","0","fatigue failure of the master connecting rod, which originated from corrosion pitting, subsequently compromised the engine crankcase, and resulted in a fire; and failure of the flight crew to follow emergency procedures by pulling the fire handle before feathering the propeller, which diminished the effectiveness of the fire suppression system.",,,"61.810187999999997","-161.44044400000001","Douglas","DC-6A","AIR","RSH","RUSSIAN MISSION","false","4","REC","NSCH","UNK","121","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/2760/pdf"
"DCA96MA070","ACC","11011","1996-07-17T20:31:00Z","EAST MORICHES","New York","United States","AAR0003","N93119","20083","true","Aviation","Report","2000-08-23T04:00:00Z","2014-04-14T20:20:00Z","Fatal","230","0","0","230","0","An explosion of the center wing fuel tank (CWT), resulting from ignition of the flammable fuel/air mixture in the tank.  The source of ignition energy for the explosion could not be determined with certainty, but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the CWT that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.      Contributing factors to the accident were the design and certification concept that fuel tank explosions could be prevented solely by precluding all ignition sources and the design and certification of the Boeing 747 with heat sources located beneath the CWT with no means to reduce the heat transferred into the CWT or to render the fuel vapor in the tank nonflammable.",,,"40.849902999999998","-72.789421000000004","Boeing","747-131","AIR","","","false","4","TF","SCHD","UNK","121","Destroyed","VMC",,,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=11011","https://www.ntsb.gov/investigations/Pages/DCA96MA070.aspx"
"DCA96MA068","ACC","11010","1996-07-06T14:24:00Z","PENSACOLA","Florida","United States","AAR9801","N927DA","49714","true","Aviation","Report","1998-03-31T05:00:00Z","1997-03-25T20:01:00Z","Fatal","2","2","3","7","0","the fracture of the left engine's front compressor fan hub, which resulted from the failure of Delta Air Lines' fluorescent penetrant inspection process to detect a detectable fatigue crack initiating from an area of altered microstructure that was created during the drilling process by Volvo for Pratt & Whitney and that went undetected at the time of manufacture. Contributing to the accident was the lack of sufficient redundancy in the in-service inspection program. (NTSB Report AAR-98/01)",,,"30.470479000000001","-87.190535999999994","McDonnell Douglas","MD-88","AIR","PNS","PENSACOLA REGIONAL","false","2","TJ","SCHD","UNK","121","Substantial","VMC",,,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=11010","https://www.ntsb.gov/investigations/Pages/DCA96MA068.aspx"
"DCA96MA054","ACC","11009","1996-05-11T14:13:00Z","MIAMI","Florida","United States","AAR9706","N904VJ","47377","true","Aviation","Report","1998-03-31T05:00:00Z",,"Fatal","110","0","0","110","0","which resulted from a fire in the airplane's class D cargo compartment that was initiated by the actuation of one or more oxygen generators being improperly carried as cargo, were (1) the failure of SabreTech to properly prepare, package, and identify unexpended chemical oxygen generators before presenting them to ValuJet for carriage; (2) the failure of ValuJet to properly oversee its contract maintenance program to ensure compliance with maintenance, maintenance training, and hazardous materials requirements and practices; and (3) the failure of the Federal Aviation Administration (FAA) to require smoke detection and fire suppression systems in class D cargo compartments. Contributing to the accident was the failure of the FAA to adequately monitor ValuJet's heavy maintenance programs and responsibilities, including ValuJet's oversight of its contractors, and SabreTech's repair station certificate; the failure of the FAA to adequately respond to prior chemical oxygen generator fires with programs to address the potential hazards; and ValuJet's failure to ensure that both ValuJet and contract maintenance facility employees were aware of the carrier's 'no-carry' hazardous materials policy and had received appropriate hazardous materials training. (NTSB Report AAR-97/06)",,,,,"Douglas","DC-9-32","AIR","MIA","MIAMI INTL","false","2","TF","SCHD","UNK","121","Destroyed","VMC",,,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA96MA054.aspx"
"DCA96RA020","ACC","11014","1995-12-20T22:38:00Z","BUGA",,"Colombia",,"N651AA",,"true","Aviation","",,"2022-08-29T19:00:00Z","Fatal","160","4","0","164","0",,,,,,"Boeing","B757",,,,"false",,,"SCHD","UNK","121",,,"AMR CORPORATION",,"N/A",,,"https://data.ntsb.gov/Docket?ProjectID=11014","None"
"MIA95RA162","ACC","37841","1995-06-27T09:50:00Z","LA RAMONA",,"Dominican Republic",,"N356SA",,"false","Aviation","",,,"Fatal","2","0","0","2","0",,,,,,"Convair","CV-440",,,,"false",,,"NSCH","UNK","121",,,"SALAIR INC.",,"N/A",,,"","None"
"CHI95MA044","ACC","10050","1994-11-22T23:03:00Z","BRIDGETON","Missouri","United States","AAR9505","N954U, N441KM","49426, 441-0196","true","Aviation","Report","1996-02-14T05:00:00Z",,"Fatal","2","0","0","2","0","The Cessna 441 pilot's mistaken belief that his assigned departure runway was runway 30R, which resulted in his undetected entrance onto runway 30R, which was being used by the MD-82 for its departure. Contributing to the accident was the lack of Automatic Terminal Information Service and other air traffic control (ATC) information regarding the occasional use of runway 31 for departure. The installation and utilization of Airport Surface Detection Equipment (ASDE-3), and particularly ASDE-3 enhanced with the Airport Movement Area Safety System (AMASS), could have prevented this accident. (NTSB Report AAR-95/05)",,,,,"MCDONNELL DOUGLAS, CESSNA","DC-9-82, 441","AIR, AIR","STL","LAMBERT-ST. LOUIS INTL","false, false","2, 2","TF, TP","SCHD","UNK, POSI","121, 091","Substantial, Destroyed","VMC","TRANS WORLD AIRLINES, INC., SUPERIOR AVIATION, INC.",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/CHI95MA044.aspx"
"DCA95MA001","ACC","10992","1994-10-31T16:59:00Z","ROSELAWN","Indiana","United States","AAR9601","N401AM","401","true","Aviation","Report","1996-10-22T04:00:00Z",,"Fatal","68","0","0","68","0","the loss of control, attributed to a sudden and unexpected aileron hinge moment reversal that occurred after a ridge of ice accreted beyond the deice boots while the airplane was in a holding pattern during which it intermittently encountered supercooled cloud and drizzle/rain drops, the size and water content of which exceeded those described in the icing certification envelope.   The airplane was susceptible to this loss of control, and the crew was unable to recover.  Contributing to the accident were: 1) the French Directorate General for Civil Aviation's (DGAC's) inadequate oversight of the ATR 42 and 72, and its failure to take the necessary corrective action to ensure continued airworthiness in icing conditions; and 2) the DGAC's failure to provide the FAA with timely airworthiness information developed from previous ATR incidents and accidents in icing conditions,3) the Federal Aviation Administration's (FAA's) failure to ensure that aircraft icing certification requirements, operational requirements for flight into icing conditions, and FAA published aircraft icing information adequately accounted for the hazards that can result from flight in freezing rain, 4) the FAA's inadequate oversight of the ATR 42 and 72 to ensure continued airworthiness in icing conditions; and 5) ATR's inadequate response to the continued occurrence of ATR 42 icing/roll upsets which, in conjunction with information learned about aileron control difficulties during the certification and development of the ATR 42 and 72, should have prompted additional  research, and the creation of updated airplane flight manuals, flightcrew operating manuals and training programs related to operation of the ATR 42 and 72 in such icing conditions.",,,,,"ATR","ATR-72-212","AIR","","","false","2","TP","SCHD","UNK","121","Destroyed","IMC","AMERICAN EAGLE AIRLINES",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA95MA001.aspx"
"DCA94MA076","ACC","10987","1994-09-08T19:03:00Z","ALIQUIPPA","Pennsylvania","United States","AAR9901","N513AU","24549","true","Aviation","Report","1999-11-15T05:00:00Z","1995-07-31T20:06:00Z","Fatal","132","0","0","132","0","A loss of control of the airplane resulting from the movement of the rudder surface to its blowdown limit.  The rudder surface most likely deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder power control unit servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the primary slide.",,,"40.610416000000001","-80.250602000000001","BOEING","B-737-300","AIR","","","false","2","TF","SCHD","UNK","121","Destroyed","VMC","USAIR",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=10987","https://www.ntsb.gov/investigations/Pages/DCA94MA076.aspx"
"DCA94MA065","ACC","10986","1994-07-02T18:43:00Z","CHARLOTTE","North Carolina","United States","AAR9503","N954VJ","47590","true","Aviation","Report","1996-01-19T05:00:00Z","1995-10-11T02:50:00Z","Fatal","37","16","4","57","0","1) THE FLIGHTCREW'S DECISION TO CONTINUE AN APPROACH INTO SEVERE CONVECTIVE ACTIVITY THAT WAS CONDUCIVE TO A MICROBURST; 2) THE FLIGHTCREW'S FAILURE TO RECOGNIZE A WINDSHEAR SITUATION IN A TIMELY MANNER; 3)THE FLIGHTCREW'S FAILURE TO ESTABLISH AND MAINTAIN THE PROPER AIRPLANE ATTITUDE AND THRUST SETTING NECESSARY TO ESCAPE THE WINDSHEAR; AND 4) THE LACK OF REAL-TIME ADVERSE WEATHER AND WINDSHEAR HAZARD INFORMATION DISSEMINATION FROM AIR TRAFFIC CONTROL, ALL OF WHICH LED TO AN ENCOUNTER WITH AND THE FAILURE TO ESCAPE FROM A MICROBURST-INDUCED WINDSHEAR THAT WAS PRODUCED BY A RAPIDLY DEVELOPING THUNDERSTORM LOCATED AT THE APPROACH END OF RUNWAY 18R. CONTRIBUTING TO THE ACCIDENT WERE: 1) THE LACK OF AIR TRAFFIC CONTROL PROCEDURES THAT WOULD HAVE REQUIRED THE CONTROLLER TO DISPLAY AND ISSUE AIRPORT SURVEILLANCE RADAR (ASR-9) WEATHER INFORMATION TO THE PILOTS OF FLIGHT 1016; 2) THE CHARLOTTE TOWER SUPERVISOR'S FAILURE TO PROPERLY ADVISE AND ENSURE THAT ALL CONTROLLERS WERE AWARE OF AND REPORTING THE REDUCTION IN VISIBILITY AND RUNWAY VISUAL RANGE VALUE INFORMATION, AND THE LOW LEVEL WINDSHEAR ALERTS THAT HAD OCCURRED IN MULTIPLE QUADRANTS; 3) THE INADEQUATE REMEDIAL ACTIONS BY USAIR TO ENSURE ADHERENCE TO STANDARD OPERATING PROCEDURES; AND 4) THE INADEQUATE SOFTWARE LOGIC IN THE AIRPLANE'S WINDSHEAR WARNING SYSTEM THAT DID NOT PROVIDE AN ALERT UPON ENTRY INTO THE WINDSHEAR. (NTSB REPORT AAR-95/03)",,,"35.230933999999998","-80.910842000000002","DOUGLAS","DC-9-31","AIR","CLT","CHARLOTTE/DOUGLAS INTL","false","2","TJ","SCHD","UNK","121","Destroyed","IMC","",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=10986","https://www.ntsb.gov/investigations/Pages/DCA94MA065.aspx"
"DCA92MA025","ACC","10967","1992-03-22T22:35:00Z","FLUSHING","New York","United States","AAR9302","N485US","11235","true","Aviation","DirectorBrief","1994-01-31T05:00:00Z",,"Fatal","27","9","12","48","0","THE FAILURE OF THE AIRLINE INDUSTRY AND THE FEDERAL AVIATION ADMINISTRATION TO PROVIDE FLIGHTCREWS WITH PROCEDURES, REQUIREMENTS, AND CRITERIA COMPATIBLE WITH DEPARTURE DELAYS IN CONDITIONS CONDUCIVE TO AIRFRAME ICING AND THE DECISION BY THE FLIGHTCREW TO TAKE OFF WITHOUT POSITIVE ASSURANCE THAT THE AIRPLANE'S WINGS WERE FREE OF ICE ACCUMULATION AFTER 35 MINUTES OF EXPOSURE TO PRECIPITATION FOLLOWING DEICING. THE ICE CONTAMINATION ON THE WINGS RESULTED IN AN AERODYNAMIC STALL AND LOSS OF CONTROL AFTER LIFTOFF. CONTRIBUTING TO THE CAUSE OF THE ACCIDENT WERE THE INAPPROPRIATE PROCEDURES USED BY, AND INADEQUATE COORDINATION BETWEEN, THE FLIGHTCREW THAT LED TO A TAKEOFF ROTATION AT A LOWER THAN PRESCRIBED AIRSPEED. (NTSB REPORT AAR-93/020)",,,,,"FOKKER","28-4000","AIR","LGA","LAGUARDIA","false","2","TF","SCHD","UNK","121","Destroyed","IMC","USAIR, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/10967/pdf"
"DCA92MA022","ACC","15955","1992-02-15T04:26:00Z","SWANTON","Ohio","United States",,"N794AL","45923","false","Aviation","DirectorBrief","1993-12-16T05:00:00Z",,"Fatal","4","0","0","4","0","THE FAILURE OF THE FLIGHTCREW TO PROPERLY RECOGNIZE OR RECOVER IN A TIMELY MANNER FROM THE UNUSUAL AIRCRAFT ATTITUDE THAT RESULTED FROM THE CAPTAIN'S APPARENT SPATIAL DISORIENTATION, RESULTING FROM PHYSIOLOGICAL FACTORS AND/OR A FAILED ATTITUDE DIRECTOR INDICATOR. (NTSB REPORT AAR-92/05)",,,"41.580908999999998","-83.889990999999995","DOUGLAS","DC-8-63","AIR","TOL","TOLEDO EXPRESS","false","4","TF","NSCH",,"121","Destroyed","IMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15955/pdf"
"DCA91MA023","ACC","15948","1991-03-03T10:44:00Z","COLORADO SPGS","Colorado","United States","AAR0101","N999UA","22742","true","Aviation","Report","1993-08-05T04:00:00Z",,"Fatal","25","0","0","25","0","A loss of control of the airplane resulting from the movement of the rudder surface to its blowdown limit. The rudder surface most likely deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder power control unit servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the primary slide.",,,,,"BOEING","737-291","AIR","","","false","2","TJ","SCHD","UNK","121","Destroyed","VMC","UNITED AIRLINES",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA91MA023.aspx"
"DCA91MA021","ACC","15947","1991-02-17T01:19:00Z","CLEVELAND","Ohio","United States","AAR9109","N565PC","47240","true","Aviation","Report","1993-08-05T04:00:00Z",,"Fatal","2","0","0","2","0","THE FAILURE OF THE FLIGHTCREW TO DETECT AND REMOVE ICE CONTAMINATION ON THE AIRPLANE'S WINGS, WHICH WAS LARGELY A RESULT OF A LACK OF APPROPRIATE RESPONSE BY THE FEDERAL AVIATION ADMINISTRATION, DOUGLAS AIRCRAFT COMPANY, AND RYAN INTERNATIONAL AIRLINES TO THE KNOWN CRITICAL EFFECT THAT A MINUTE AMOUNT OF CONTAMINATION HAS ON THE STALL CHARACTERISTICS OF THE DC-9 SERIES 10 AIRPLANE. THE ICE CONTAMINATION LED TO WING STALL AND LOSS OF CONTROL DURING THE ATTEMPTED TAKEOFF. (NTSB REPORT AAR-91/09)",,,"41.489826000000001","-81.670119999999997","MCDONNELL DOUGLAS","DC-9-15","AIR","CLE","CLEVELAND-HOPKINS INT'L","false","2","TJ","NSCH",,"121","Destroyed","IMC","RYAN INTERNATIONAL AIRLINES",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA91MA021.aspx"
"DCA91MA018","ACC","15944","1991-02-01T19:07:00Z","LOS ANGELES","California","United States","AAR9108","N388US, N683AV",", ","true","Aviation","Report","1993-08-05T04:00:00Z",,"Fatal","34","13","17","64","0","THE FAILURE OF THE LOS ANGELES AIR TRAFFIC FACILITY MANAGEMENT TO IMPLEMENT PROCEDURES THAT PROVIDED REDUNDANCY COMPARABLE TO THE REQUIREMENTS CONTAINED IN THE NATIONAL OPERATIONAL POSITION STANDARDS AND THE FAILURE OF THE FAA AIR TRAFFIC SERVICE TO PROVIDE ADEQUATE POLICY DIRECTION AND OVERSIGHT TO ITS AIR TRAFFIC CONTROL FACILITY MANAGERS. THESE FAILURES CREATED AN ENVIRONMENT IN THE LOS ANGELES AIR TRAFFIC CONTROL TOWER THAT ULTIMATELY LED TO THE FAILURE OF THE LOCAL CONTROLLER 2 (LC2) TO MAINTAIN AN AWARENESS OF THE TRAFFIC SITUATION, CULMINATING IN THE INAPPROPRIATE CLEARANCES AND THE SUBSEQUENT COLLISION OF THE USAIR AND SKYWEST AIRCRAFT. CONTRIBUTING TO THE CAUSE OF THE ACCIDENT WAS THE FAILURE OF THE FAA TO PROVIDE EFFECTIVE QUALITY ASSURANCE OF THE ATC SYSTEM. (NTSB REPORT AAR-91/08)",,,,,"BOEING, FAIRCHILD","737-300, SA-227-AC","AIR, AIR","LAX","LOS ANGELES INTERNATIONAL","false, false","2, 2","TF, TP","SCHD, SCHD","UNK, UNK","121, 135","Destroyed, Destroyed","VMC","USAIR, SKYWEST AIRLINES, INC.",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA91MA018.aspx"
"DCA91MA010","ACC","15942","1990-12-03T14:45:00Z","ROMULUS","Michigan","United States","AAR9105","N3313L, N278US","45708, 21157","true","Aviation","Report","1993-05-03T04:00:00Z",,"Fatal","8","10","26","44","0","LACK OF PROPER CREW COORDN, INCLUDING VIRTUAL REVERSAL OF ROLES BY THE DC-9 PLTS, WHICH LED TO THEIR FAILURE TO STOP TAXIING & ALERT GND CTLR OF THEIR POSITIONAL UNCERTAINTY IN A TIMELY MANNER BFR & AFTER INTRUDING ONTO THE ACTIVE RWY. CONTRIBUING TO CAUSE OF ACDNT WERE (1) DEFICIENCIES IN ATC SVCS PROVIDED BY DETROIT TWR, INCLUDING FAILURE OF GND CTLR TO TAKE TIMELY ACTN TO ALERT LCL CTLR TO PSBL RWY INCURSION, INADQT VIS OBS, FAILURE TO USE PROGRESSIVE TAXI INSTRNS IN LOW-VIS CONDS, & ISSUANCE OF INAPPROPRIATE & CONFUSING TAXI INSTRNS COMPOUNDED BY INADQ BACKUP SUPERVISION FOR LEVEL OF EXPERIENCE OF STAFF ON DUTY; (2) DEFICIENCIES IN SURFACE MARKINGS, SIGNAGE & LGTG AT ARPT & FAILURE OF FAA SURVEILLANCE TO DETECT OR CORRECT ANY OF THESE DEFICIENCIES; (3) FAILURE OF NORTHWEST AIRLINES TO PROVIDE ADQT COCKPIT RESOURCE MAN- AGEMENT TRNG TO LINE AIRCREWS. CONTRIBUTING TO FATALITIES WAS INOPERABILITY OF DC-9 INTERNAL TAILCONE RLS MECHANISM. CONTRIBUTING TO NUMBER & SEVERITY OF INJURIES WAS FAILURE OF CREW OF DC-9 TO PROPERLY EXECUTE THE PSGR EVACUATION.",,,"42.219177000000002","-83.349891","MCDONNELL DOUGLAS, BOEING","DC-9-14, 727-251","AIR, AIR","DTW","DETROIT METRO/WAYNE CNTY","false, false","2, 3","TF, TF","SCHD, SCHD","UNK, UNK","121, 121","Destroyed, Substantial","IMC",", ",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA91MA010.aspx"
"MIA91LA005","ACC","32780","1990-10-03T20:08:00Z","CAPE CANAVERAL","Florida","United States",,"N8923E","DC9-31","false","Aviation","DirectorBrief","1993-03-31T05:00:00Z",,"Fatal","1","2","23","26","0","FAILURE OF THE CAPTAIN TO FOLLOW PROCEDURES, HIS IMPROPER IN-FLIGHT PLANNING/DECISION BY ALLOWING THE AIRCRAFT TO CONTINUE INTO THE OVERHANG (ANVIL) OF A THUNDERSTORM, FAILURE OF THE PASSENGERS TO ABIDE BY PROCEDURES/INSTRUCTIONS CONCERNING USE OF SEAT BELTS, AND FAILURE OF THE FLIGHT ATTENDANTS TO ENFORCE THE USE OF SEATBELTS.  THE WEATHER CONDITION (TURBULENCE) WAS A RELATED FACTOR.",,,,,"MCDONNELL DOUGLAS","DC-9-31","AIR","","","false","2","TF","SCHD","UNK","121","None","VMC","EASTERN AIR LINES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/32780/pdf"
"DCA90RA025","ACC","15939","1990-05-05T16:46:00Z","GUATEMALA CITY",,"Guatemala",,"N84BL",,"false","Aviation","",,,"Fatal","27","0","0","3","24",,,,,,"DOUGLAS","DC-6B",,,,"false",,,"NSCH",,"121",,,"AERIAL TRANSIT",,"N/A",,,"","None"
"DCA90MA017","ACC","15933","1990-01-18T20:04:00Z","ATLANTA","Georgia","United States","AAR9103","N44UE, N8867E","B-140, 20823","true","Aviation","Report","1993-05-03T04:00:00Z",,"Fatal","1","1","0","2","0","(1) FAILURE OF THE FEDERAL AVIATION ADMINISTRATION TO PROVIDE AIR TRAFFIC CONTROL PROCEDURES THAT ADEQUATELY TAKE INTO CONSIDERATION HUMAN PERFORMANCE FACTORS SUCH AS THOSE WHICH RESULTED IN THE FAILURE OF THE NORTH LOCAL CONTROLLER TO DETECT THE DEVELOPING CONFLICT BETWEEN N44UE AND EA 111, AND (2) THE FAILURE OF THE NORTH LOCAL CONTROLLER TO ENSURE THE SEPARATION OF ARRIVING AIRCRAFT WHICH WERE USING THE SAME RUNWAY.  CONTRIBUTING TO THE ACCIDENT WAS THE FAILURE OF THE NORTH LOCAL CONTROLLER TO FOLLOW THE PRESCRIBED PROCEDURE OF ISSUING APPROPRIATE TRAFFIC INFORMATION TO EA 111, AND FAILURE OF THE NORTH FINAL CONTROLLER AND THE RADAR MONITOR CONTROLLER TO ISSUE TIMELY SPEED REDUCTIONS TO MAINTAIN ADEQUATE SEPARATION BETWEEN AIRCRAFT ON FINAL APPROACH.",,,,,"BEECH, BOEING","A100, 727","AIR, AIR","ATL","HARTSFIELD-ATLANTA INTL","false, false","2, 3","TP, TF","SCHD","POSI, UNK","091, 121","Destroyed, Substantial","VMC",", EASTERN AIRLINES",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA90MA017.aspx"
"MIA90LA042","ACC","32609","1989-12-27T12:40:00Z","MIAMI","Florida","United States",,"N822EA","22559","false","Aviation","DirectorBrief","1991-09-30T04:00:00Z",,"Fatal","1","0","0","1","0","FATAL INJURY TO A STOWAWAY DUE TO ASPHYXIA AND HYPOTHERMIA.",,,,,"BOEING","727-225B","AIR","","","false","3","TJ","SCHD","UNK","121","None","VMC","EASTERN AIR LINES, INC",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/32609/pdf"
"DCA89MA074","ACC","15921","1989-09-20T23:21:00Z","FLUSHING","New York","United States","AAR9003","N416US","","true","Aviation","Report","1992-10-08T04:00:00Z",,"Fatal","2","3","18","23","0","THE CAPTAIN'S FAILURE TO EXERCISE HIS COMMAND AUTHORITY IN A TIMELY MANNER TO REJECT THE TAKEOFF OR TAKE SUFFICIENT CONTROL TO CONTINUE THE TAKEOFF, WHICH WAS INITIATED WITH A MISTRIMMED RUDDER. ALSO CAUSAL WAS THE CAPTAIN'S FAILURE TO DETECT THE MISTRIMMED RUDDER BEFORE THE TAKEOFF WAS ATTEMPTED.",,,"40.769294000000002","-73.870361000000003","BOEING","737-400","AIR","LGA","LA GUARDIA","false","2","TF","SCHD","UNK","121","Destroyed","IMC","USAIR",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA89MA074.aspx"
"DCA89MA063","ACC","15920","1989-07-19T16:00:00Z","SIOUX CITY","Iowa","United States","AAR9006","N1819U","46618","true","Aviation","Report","1992-10-08T04:00:00Z",,"Fatal","111","47","125","283","0","THE INADEQUATE CONSIDERATION GIVEN TO HUMAN FACTORS LIMITATIONS IN THE INSPECTION AND QUALITY CONTROL PROCEDURES USED BY UNITED AIRLINES' ENGINE OVERHAUL FACILITY WHICH RESULTED IN THE FAILURE TO DETECT A FATIGUE CRACK ORIGINATING FROM A PREVIOUSLY UNDECTECTED METALLURGICAL DEFECT LOCATED IN A CRITICAL AREA OF THE STAGE 1 FAN DISK THAT WAS MANUFACTURED BY GENERAL ELECTRIC AIRCRAFT ENGINES.  THE SUBSEQUENT CATASTROPHIC DISINTEGRATION OF THE DISK RESULTED IN THE LIBERATION OF DEBRIS IN A PATTERN OF DISTRIBUTION AND WITH ENERGY LEVELS THAT EXCEEDED THE LEVEL OF PROTECTION PROVIDED BY DESIGN FEATURES OF THE HYDRAULIC SYSTEMS THAT OPERATED THE DC-10'S FLIGHT CONTROLS.",,,,,"MCDONNELL DOUGLAS","DC-10-10","AIR","SUX","SIOUX GATEWAY","false","3","TF","SCHD","UNK","121","Destroyed","VMC","UNITED AIRLINES",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA89MA063.aspx"
"DCA89MA035","ACC","15918","1989-03-18T03:16:00Z","SAGINAW","Texas","United States","AAR9002","N931F","47192","true","Aviation","Report","1991-06-10T04:00:00Z",,"Fatal","2","0","0","2","0","THE LOSS OF CONTROL OF THE AIRPLANE FOR UNDETERMINED REASONS FOLLOWING THE INFLIGHT OPENING OF THE IMPROPERLY LATCHED CARGO DOOR.  CONTRIBUTING TO THE ACCIDENT WERE: INADEQUATE PROCEDURES USED BY EVERGREEN AIRLINES AND APPROVED BY THE FAA FOR PREFLIGHT VERIFICATION OF CARGO DOOR SECURITY, EVERGREEN'S FAILURE TO MARK PROPERLY THE AIRPLANE'S EXTERNAL CARGO DOOR LOCKPIN MANUAL CONTROL HANDLE, AND THE FAILURE OF MCDONNELL DOUGLAS TO PROVIDE FLIGHTCREW GUIDANCE AND EMERGENCY PROCEDURES FOR AN INFLIGHT OPENING OF THE CARGO DOOR.  ALSO CONTRIBUTING TO THE ACCIDENT WAS THE FAILURE OF THE FAA TO MANDATE MODIFICATION TO THE DOOR-OPEN WARNING SYSTEM FOR DC-9 CARGO-CONFIGURED AIRPLANES, GIVEN THE PREVIOUS KNOWN OCCURRENCES OF INFLIGHT DOOR OPENINGS.",,,,,"McDonnell Douglas","DC-9-33F","AIR","FWH","CARSWELL AFB","false","2","TF","NSCH",,"121","Destroyed","VMC",,,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA89MA035.aspx"
"CHI89MA057","ACC","14429","1989-03-15T08:26:00Z","WEST LAFAYETTE","Indiana","United States",,"N128MP","2139","true","Aviation","DirectorBrief","1990-09-14T04:00:00Z",,"Fatal","2","0","0","2","0","A LOSS OF CONTROL DUE TO THE IMPROPER INFLIGHT DECISIONS BY THE CREW AND THE UNDETECTED ACCUMULATION OF ICE ON THE LEADING EDGE OF THE HORIZONTAL STABILIZER, DURING FLIGHT IN A FORWARD CENTER OF GRAVITY CONDITION AND EXACERBATED BY THE EXTENSION OF FULL LANDING FLAPS.",,,"40.440299000000003","-86.910742999999997","NIHON","YS-11A-600","AIR","LAF","PURDUE UNIVERSITY AIRPORT","false","2","TP","NSCH","UNK","121","Destroyed","VMC","MID PACIFIC AIRLINES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/14429/pdf"
